datetime_utc,storage_slots_used,max_storage_slots
2023-12-29 02:30:04, 12, 25000
2023-12-29 02:46:52, 12, 25000
2023-12-29 12:43:16, 15, 25000
2023-12-30 00:54:20, 21, 25000
2023-12-30 12:42:29, 56, 25000
2023-12-31 00:54:40, 85, 25000
2023-12-31 12:42:48, 100, 25000
2024-01-01 00:54:41, 105, 25000
2024-01-01 12:43:41, 110, 25000
2024-01-02 00:54:20, 123, 25000
2024-01-02 12:43:51, 138, 25000
2024-01-03 00:54:25, 171, 25000
2024-01-03 12:44:13, 255, 25000
2024-01-04 00:54:26, 301, 25000
2024-01-04 12:43:55, 332, 25000
2024-01-05 00:54:26, 372, 25000
2024-01-05 12:43:57, 396, 25000
2024-01-06 00:54:23, 414, 25000
2024-01-06 12:43:33, 435, 25000
2024-01-07 00:54:44, 468, 25000
2024-01-07 12:43:25, 483, 25000
2024-01-08 00:54:30, 487, 25000
2024-01-08 12:44:45, 490, 25000
2024-01-09 00:54:35, 504, 25000
2024-01-10 00:54:30, 524, 25000
2024-01-10 12:44:47, 537, 25000
2024-01-11 00:54:38, 566, 25000
2024-01-11 12:44:54, 608, 25000
2024-01-12 00:54:36, 621, 25000
2024-01-12 12:44:19, 637, 25000
2024-01-13 00:54:26, 683, 25000
2024-01-13 12:43:15, 704, 25000
2024-01-14 00:54:48, 718, 25000
2024-01-14 12:43:00, 752, 25000
2024-01-15 00:54:39, 772, 25000
2024-01-15 12:45:07, 796, 25000
2024-01-16 00:54:28, 806, 25000
2024-01-16 12:45:00, 812, 25000
2024-01-17 00:54:35, 830, 25000
2024-01-17 12:44:59, 843, 25000
2024-01-18 00:54:36, 855, 25000
2024-01-18 12:44:45, 892, 25000
2024-01-19 00:54:33, 902, 25000
2024-01-19 12:44:38, 912, 25000
2024-01-20 00:54:28, 931, 25000
2024-01-20 12:43:23, 946, 25000
2024-01-21 00:54:48, 953, 25000
2024-01-21 12:43:17, 966, 25000
2024-01-22 00:54:41, 993, 25000
2024-01-22 12:45:40, 1053, 25000
2024-01-23 00:54:33, 1069, 25000
2024-01-23 12:45:18, 1078, 25000
2024-01-24 00:54:37, 1081, 25000
2024-01-24 12:45:17, 1099, 25000
2024-01-25 00:54:35, 1102, 25000
2024-01-25 12:45:09, 1107, 25000
2024-01-26 00:54:15, 1121, 25000
2024-01-26 12:42:35, 1135, 25000
2024-01-27 00:54:06, 1279, 25000
2024-01-28 00:54:27, 1594, 25000
2024-01-29 00:54:13, 1789, 25000
2024-01-29 12:43:10, 1878, 25000
2024-01-30 00:55:46, 1993, 25000
2024-01-30 12:42:51, 2029, 25000
2024-01-30 22:39:50, 2042, 25000
2024-01-31 00:57:23, 2042, 25000
2024-01-31 02:39:47, 2042, 25000
2024-01-31 04:40:07, 2054, 25000
2024-01-31 06:40:07, 2055, 25000
2024-01-31 08:39:51, 2058, 25000
2024-01-31 10:40:02, 2061, 25000
2024-01-31 12:44:07, 2061, 25000
2024-01-31 14:39:56, 2068, 25000
2024-01-31 16:39:52, 2073, 25000
2024-01-31 18:39:57, 2078, 25000
2024-01-31 20:40:06, 2081, 25000
2024-01-31 22:40:01, 2082, 25000
2024-02-01 00:57:30, 2097, 25000
2024-02-01 02:39:49, 2102, 25000
2024-02-01 04:40:07, 2111, 25000
2024-02-01 06:39:52, 2120, 25000
2024-02-01 08:39:54, 2139, 25000
2024-02-01 10:39:51, 2147, 25000
2024-02-01 12:44:11, 2152, 25000
2024-02-01 14:40:12, 2153, 25000
2024-02-01 16:40:02, 2156, 25000
2024-02-01 18:40:10, 2161, 25000
2024-02-01 20:39:52, 2161, 25000
2024-02-01 22:39:47, 2172, 25000
2024-02-02 00:57:21, 2179, 25000
2024-02-02 02:40:03, 2183, 25000
2024-02-02 04:40:07, 2183, 25000
